107,60,2,6,1,3.5
108,60,1,8,1,3.0
109,61,6,7,2,4.0
110,62,5,7,2,4.5
111,63,3,2,1,4.0
112,63,2,4,1,3.5
113,64,1,10,1,3.0
114,64,5,4,1,4.5
115,64,6,10,1,4.0
116,65,5,4,2,4.5
117,65,5,4,1,4.5
118,65,2,3,1,3.5
119,66,1,3,2,3.0
120,66,1,5,2,3.0
121,67,6,10,1,4.0
122,68,2,1,1,3.5
123,69,2,9,1,3.5
124,69,4,3,1,4.5
125,69,2,2,2,3.5
126,70,1,2,2,3.0
127,70,3,3,2,4.0
128,71,4,4,2,4.5
129,72,6,8,2,4.0
130,72,6,5,1,4.0
131,72,3,1,2,4.0
132,73,6,8,2,4.0
133,73,6,10,1,4.0
134,73,6,7,1,4.0
135,74,5,5,1,4.5
136,75,3,2,2,4.0
137,75,2,6,1,3.5
138,76,2,7,1,3.5
139,76,3,4,1,4.0
140,76,5,8,1,4.5
141,77,1,7,1,3.0
142,77,3,5,1,4.0
143,78,3,8,2,4.0
144,78,5,4,1,4.5
145,78,2,3,2,3.5
146,79,6,4,1,4.0
147,79,1,7,1,3.0
148,79,3,9,1,4.0
149,80,1,5,1,3.0
150,80,1,5,2,3.0
151,81,5,9,2,4.5
152,82,3,3,2,4.0
153,83,1,5,1,3.0
154,83,5,4,1,4.5
155,83,5,3,2,4.5
156,84,4,4,1,4.5
157,84,4,6,1,4.5
158,84,3,1,2,4.0
159,85,6,10,2,4.0
160,85,2,7,2,3.5
161,85,2,8,1,3.5
162,86,2,7,1,3.5
163,86,1,9,2,3.0
164,87,5,3,2,4.5
165,87,2,5,1,3.5
166,88,6,3,1,4.0
167,88,1,9,1,3.0
168,89,6,2,1,4.0
169,89,2,9,2,3.5
170,89,4,10,1,4.5
171,90,1,4,2,3.0
172,90,6,4,2,4.0
173,91,3,10,2,4.0
174,91,1,2,1,3.0
175,92,1,4,1,3.0
176,92,5,7,2,4.5
177,93,4,3,2,4.5
178,93,5,8,1,4.5
179,94,1,9,2,3.0
180,94,6,6,2,4.0
181,94,1,6,2,3.0
182,95,6,1,2,4.0
183,95,5,5,1,4.5
184,95,1,7,2,3.0
185,96,1,3,2,3.0
186,96,6,2,2,4.0
187,97,1,7,1,3.0
188,98,2,5,2,3.5
189,98,1,9,1,3.0
190,99,5,1,2,4.5
191,99,3,5,1,4.0
192,100,4,9,2,4.5
193,101,6,5,2,4.0
194,101,3,2,1,4.0
195,102,1,7,2,3.0
196,102,6,5,2,4.0
197,103,3,5,2,4.0
198,103,3,8,2,4.0
199,103,2,10,2,3.5
200,104,5,3,1,4.5
201,104,1,9,2,3.0
202,105,3,8,1,4.0
203,105,3,9,1,4.0
204,106,5,4,2,4.5
205,106,3,5,1,4.0
206,106,4,5,1,4.5
207,107,6,9,2,4.0
208,108,1,6,1,3.0
209,109,1,6,2,3.0
210,109,1,5,2,3.0
211,109,6,3,2,4.0
212,110,6,8,1,4.0
213,110,3,5,2,4.0
214,111,3,2,1,4.0
215,112,2,6,1,3.5
216,113,4,7,1,4.5
217,114,5,7,1,4.5
218,114,5,5,1,4.5
219,114,4,3,2,4.5
220,115,1,5,2,3.0
221,115,5,2,1,4.5
222,116,2,9,1,3.5
223,116,2,4,2,3.5
224,117,6,2,1,4.0
225,117,6,9,1,4.0
226,118,4,7,1,4.5
227,119,1,5,2,3.0
228,119,3,2,2,4.0
229,120,2,8,1,3.5
230,120,5,9,2,4.5
231,121,1,4,1,3.0
232,121,4,7,2,4.5
233,122,4,9,2,4.5
234,122,3,9,1,4.0
235,123,6,3,1,4.0
236,124,1,10,2,3.0
237,125,2,7,1,3.5
238,125,1,2,1,3.0
239,125,6,5,2,4.0
240,126,3,3,1,4.0
241,127,6,2,1,4.0
242,127,3,8,2,4.0
243,127,3,9,1,4.0
244,128,4,7,1,4.5
245,129,4,1,2,4.5
246,129,3,8,1,4.0
247,129,1,1,2,3.0
248,130,2,9,1,3.5
249,130,4,1,1,4.5
250,131,6,2,1,4.0
251,131,5,10,1,4.5
252,132,5,7,1,4.5
253,132,2,2,2,3.5
254,133,6,10,2,4.0
255,134,6,1,1,4.0
256,135,1,6,2,3.0
257,135,2,10,1,3.5
258,135,3,4,2,4.0
259,136,6,9,1,4.0
260,136,3,3,1,4.0
261,136,6,9,2,4.0
262,137,5,9,2,4.5
263,138,1,4,2,3.0
264,138,5,3,1,4.5
265,139,2,7,2,3.5
266,139,5,4,2,4.5
267,140,6,10,2,4.0
268,140,4,7,2,4.5
269,140,1,8,2,3.0
270,141,5,4,2,4.5
271,142,3,7,1,4.0
272,142,1,6,2,3.0
273,143,1,9,1,3.0
274,143,2,3,2,3.5
275,143,3,6,2,4.0
276,144,5,7,2,4.5
277,145,5,5,2,4.5
278,145,1,5,2,3.0
279,146,1,6,2,3.0
280,146,4,10,1,4.5
281,147,2,2,1,3.5
282,148,1,5,2,3.0
283,148,1,8,1,3.0
284,148,6,9,1,4.0
285,149,1,6,1,3.0
286,149,3,3,2,4.0
287,150,1,5,1,3.0
288,150,4,8,1,4.5
289,151,2,6,1,3.5
290,151,5,6,1,4.5
291,152,2,5,2,3.5
292,152,3,9,1,4.0
293,152,2,6,2,3.5
294,153,5,9,2,4.5
295,153,1,6,2,3.0
296,153,6,1,1,4.0
297,154,1,4,2,3.0
298,155,5,8,2,4.5
299,156,1,4,2,3.0
300,156,6,4,2,4.0
301,156,3,7,2,4.0
302,157,1,8,2,3.0
303,158,2,4,1,3.5
304,158,5,4,1,4.5
305,159,6,4,1,4.0
306,160,6,8,2,4.0
307,160,4,2,2,4.5
308,160,1,7,2,3.0
309,161,6,3,1,4.0
310,161,3,1,2,4.0
311,161,3,2,2,4.0
312,162,2,3,1,3.5
313,162,6,7,1,4.0
314,162,3,3,1,4.0
315,163,2,3,2,3.5
316,163,3,6,2,4.0
317,163,5,9,1,4.5
318,164,5,3,1,4.5
319,164,6,4,1,4.0
320,164,2,8,2,3.5
321,165,6,5,2,4.0
322,166,2,9,2,3.5
323,166,2,4,1,3.5
324,166,2,4,1,3.5
325,167,2,10,1,3.5
326,167,2,7,2,3.5
327,167,1,1,1,3.0
328,168,1,10,2,3.0
329,168,1,6,1,3.0
330,168,3,4,2,4.0
331,169,6,1,1,4.0
332,170,3,1,2,4.0
333,171,2,3,2,3.5
334,171,1,4,1,3.0
335,171,2,8,2,3.5
336,172,2,10,2,3.5
337,172,2,8,1,3.5
338,173,4,1,1,4.5
339,174,1,8,1,3.0
340,174,3,3,2,4.0
341,175,3,10,1,4.0
342,175,1,4,1,3.0
343,175,3,6,2,4.0
344,176,5,7,2,4.5
345,176,1,1,1,3.0
346,176,3,8,1,4.0
347,177,2,1,2,3.5
348,177,6,2,2,4.0
349,177,3,5,1,4.0
350,178,5,7,2,4.5
351,178,5,5,2,4.5
352,178,2,2,1,3.5
353,179,3,2,2,4.0
354,179,2,10,2,3.5
355,180,1,8,2,3.0
356,180,2,4,1,3.5
357,180,5,3,1,4.5
358,181,2,7,2,3.5
359,181,2,3,1,3.5
360,182,5,6,1,4.5
361,182,2,2,1,3.5
362,182,1,5,2,3.0
363,183,4,10,1,4.5
364,183,2,1,2,3.5
365,183,1,9,2,3.0
366,184,2,8,1,3.5
367,185,2,4,1,3.5
368,186,2,9,2,3.5
369,186,3,1,1,4.0
370,186,3,2,2,4.0
371,187,1,4,2,3.0
372,187,2,10,1,3.5
373,188,3,9,1,4.0
374,189,3,9,2,4.0
375,189,2,8,2,3.5
376,189,3,9,1,4.0
377,190,3,6,1,4.0
378,191,2,4,1,3.5
379,192,1,8,1,3.0
380,192,5,4,2,4.5
381,192,2,7,2,3.5
382,193,3,2,2,4.0
383,194,6,3,2,4.0
384,194,2,7,1,3.5
385,194,1,9,2,3.0
386,195,2,7,1,3.5
387,195,6,4,1,4.0
388,195,3,9,2,4.0
389,196,3,8,1,4.0
390,196,4,9,2,4.5
391,197,5,4,1,4.5
392,198,1,8,1,3.0
393,198,5,9,1,4.5
394,199,3,10,1,4.0
395,200,2,6,2,3.5
396,200,6,5,1,4.0
397,200,2,8,1,3.5
398,201,4,4,2,4.5
399,201,2,7,2,3.5
400,202,6,8,2,4.0
401,202,3,5,2,4.0
402,203,2,5,1,3.5
403,203,6,9,2,4.0
404,203,3,10,2,4.0
405,204,1,2,2,3.0
406,204,2,3,2,3.5
407,205,5,10,1,4.5
408,206,6,2,1,4.0
409,206,1,9,2,3.0
410,206,2,3,1,3.5
411,207,2,8,2,3.5
412,207,5,9,2,4.5
413,207,6,9,2,4.0
414,208,5,3,2,4.5
415,209,1,4,2,3.0
416,210,6,3,1,4.0
417,210,6,4,2,4.0
418,211,1,6,2,3.0
419,211,2,10,2,3.5
420,211,1,6,2,3.0
421,212,3,1,1,4.0
422,212,4,4,1,4.5
423,213,6,3,1,4.0
424,213,3,2,1,4.0
425,214,6,5,2,4.0
426,215,3,3,2,4.0
427,216,2,6,2,3.5
428,217,1,7,2,3.0
429,217,6,7,2,4.0
430,217,1,5,1,3.0
431,218,2,7,1,3.5
432,218,5,3,2,4.5
433,219,6,10,1,4.0
434,219,3,7,1,4.0
435,220,1,2,1,3.0
436,221,3,6,1,4.0
437,221,3,7,1,4.0
438,221,2,10,1,3.5
439,222,2,3,2,3.5
440,223,5,5,1,4.5
441,224,6,7,2,4.0
442,225,3,2,2,4.0
443,225,5,5,2,4.5
444,225,6,4,2,4.0
445,226,6,5,1,4.0
446,226,3,4,2,4.0
447,227,5,5,2,4.5
448,228,3,1,2,4.0
449,228,3,3,2,4.0
450,229,3,9,2,4.0
451,229,5,8,1,4.5
452,229,4,5,1,4.5
453,230,6,3,1,4.0
454,230,4,5,2,4.5
455,231,6,6,2,4.0
456,231,3,9,2,4.0
457,232,5,6,1,4.5
458,233,3,5,1,4.0
459,233,2,1,1,3.5
460,234,1,2,1,3.0
461,234,3,5,1,4.0
462,235,5,9,1,4.5
463,236,6,10,1,4.0
464,236,6,7,2,4.0
465,237,1,2,2,3.0
466,237,4,7,1,4.5
467,237,4,7,1,4.5
468,238,6,5,1,4.0
469,239,4,8,2,4.5
470,239,2,1,1,3.5
471,240,1,2,2,3.0
472,240,4,9,2,4.5
473,241,2,8,2,3.5
474,241,1,4,2,3.0
475,241,3,8,1,4.0
476,242,3,6,2,4.0
477,242,2,7,1,3.5
478,242,1,10,2,3.0
479,243,3,10,2,4.0
480,243,2,3,1,3.5
481,244,2,8,1,3.5
482,244,1,4,2,3.0
483,245,2,5,2,3.5
484,246,1,9,1,3.0
485,246,2,2,2,3.5
486,246,1,9,2,3.0
487,247,3,1,2,4.0
488,247,6,5,2,4.0
489,248,2,9,1,3.5
490,248,1,2,1,3.0
491,249,1,10,1,3.0
492,249,2,1,1,3.5
493,249,6,1,2,4.0
494,250,5,10,2,4.5
495,251,3,5,1,4.0
496,251,1,1,1,3.0
497,251,6,7,2,4.0
498,252,2,6,2,3.5
499,252,6,4,2,4.0
500,253,3,7,1,4.0
501,253,3,10,1,4.0
502,254,4,6,2,4.5
503,255,6,5,1,4.0
504,255,4,10,2,4.5
505,255,1,1,2,3.0
506,256,6,5,1,4.0
507,257,2,7,2,3.5
508,258,2,3,2,3.5
509,258,1,6,2,3.0
510,258,2,9,1,3.5
511,259,2,9,1,3.5
512,259,6,9,2,4.0
513,260,1,4,2,3.0
514,260,2,6,1,3.5
515,261,1,1,2,3.0
516,261,2,6,1,3.5
517,262,3,2,2,4.0
518,263,2,7,1,3.5
519,263,1,10,2,3.0
520,263,3,9,1,4.0
521,264,6,10,2,4.0
522,265,6,4,1,4.0
523,265,1,6,1,3.0
524,265,2,5,1,3.5
525,266,6,4,1,4.0
526,266,3,9,2,4.0
527,266,1,3,2,3.0
528,267,1,10,2,3.0
529,267,2,4,2,3.5
530,267,6,8,2,4.0
531,268,2,1,2,3.5
532,268,6,1,2,4.0
533,268,3,6,2,4.0
534,269,1,6,1,3.0
535,270,2,7,1,3.5
536,271,1,8,1,3.0
537,271,3,5,1,4.0
538,271,1,2,1,3.0
539,272,4,4,1,4.5
540,273,3,10,2,4.0
541,274,4,9,2,4.5
542,274,1,3,1,3.0
543,274,5,7,2,4.5
544,275,1,10,1,3.0
545,275,3,1,1,4.0
546,275,6,9,1,4.0
547,276,6,6,2,4.0
548,276,5,9,2,4.5
549,276,2,10,2,3.5
550,277,1,3,1,3.0
551,278,2,9,1,3.5
552,278,3,5,2,4.0
553,279,6,9,2,4.0
554,279,3,3,1,4.0
555,280,3,10,2,4.0
556,280,6,2,1,4.0
557,280,1,3,1,3.0
558,281,2,1,2,3.5
559,282,4,4,1,4.5
560,283,2,5,1,3.5
561,284,3,6,2,4.0
562,284,1,3,1,3.0
563,284,3,2,1,4.0
564,285,1,10,1,3.0
565,285,1,3,2,3.0
566,285,3,5,1,4.0
567,286,1,10,2,3.0
568,286,3,5,2,4.0
569,286,6,3,1,4.0
570,287,3,8,1,4.0
571,287,1,6,1,3.0
572,287,1,9,1,3.0
573,288,1,2,2,3.0
574,289,1,5,1,3.0
575,290,1,1,1,3.0
576,291,4,4,2,4.5
577,291,6,3,1,4.0
578,291,3,6,2,4.0
579,292,1,1,1,3.0
580,292,1,6,1,3.0
581,292,6,8,1,4.0
582,293,1,6,1,3.0
583,293,4,4,2,4.5
584,294,1,5,1,3.0
585,294,4,6,2,4.5
586,294,5,1,2,4.5
587,295,5,2,2,4.5
588,295,2,9,2,3.5
589,295,1,3,1,3.0
590,296,3,10,1,4.0
591,296,3,2,1,4.0
592,296,6,5,1,4.0
593,297,2,10,1,3.5
594,297,1,9,2,3.0
595,298,5,8,2,4.5
596,299,2,4,1,3.5
597,299,3,4,1,4.0
598,300,1,2,2,3.0
599,300,4,8,2,4.5
600,300,3,4,1,4.0
601,301,5,2,2,4.5
602,302,4,10,1,4.5
603,303,2,3,2,3.5
604,303,1,5,2,3.0
605,304,2,6,2,3.5
606,304,2,6,1,3.5
607,304,2,3,2,3.5
608,305,6,8,2,4.0
609,305,6,6,1,4.0
610,306,2,9,2,3.5
611,307,1,6,2,3.0
612,307,1,10,2,3.0
613,307,2,9,1,3.5
614,308,4,10,2,4.5
615,309,2,5,2,3.5
616,309,6,9,2,4.0
617,309,2,1,1,3.5
618,310,3,5,2,4.0
619,310,3,9,1,4.0
620,310,3,2,1,4.0
621,311,3,3,2,4.0
622,311,1,2,1,3.0
623,312,4,2,1,4.5
624,312,1,1,1,3.0
625,312,2,6,2,3.5
626,313,2,3,2,3.5
627,314,2,5,2,3.5
628,314,6,3,2,4.0
629,315,5,10,1,4.5
630,315,6,2,2,4.0
631,315,1,5,1,3.0
632,316,3,4,1,4.0
633,316,1,4,2,3.0
634,317,1,2,2,3.0
635,317,2,7,1,3.5
636,318,1,5,2,3.0
637,318,6,10,1,4.0
638,319,2,3,2,3.5
639,319,2,5,1,3.5
640,320,6,6,2,4.0
641,321,6,5,2,4.0
642,321,3,5,2,4.0
643,322,2,4,2,3.5
644,323,6,6,1,4.0
645,323,2,2,1,3.5
646,323,2,5,1,3.5
647,324,3,1,2,4.0
648,324,1,10,2,3.0
649,325,6,3,2,4.0
650,326,1,8,2,3.0
651,326,4,5,1,4.5
652,327,2,3,2,3.5
653,327,1,5,2,3.0
654,327,1,3,2,3.0
655,328,1,6,1,3.0
656,328,2,8,2,3.5
657,329,4,4,2,4.5
658,329,3,4,2,4.0
659,329,6,5,2,4.0
660,330,3,2,1,4.0
661,331,1,7,2,3.0
662,332,3,8,2,4.0
663,332,5,5,2,4.5
664,332,6,2,1,4.0
665,333,3,7,1,4.0
666,333,2,2,1,3.5
667,334,4,9,2,4.5
668,334,2,9,2,3.5
669,334,1,7,1,3.0
670,335,1,3,1,3.0
671,336,4,6,2,4.5
672,337,2,7,1,3.5
673,338,1,7,1,3.0
674,338,1,3,2,3.0
675,339,2,4,1,3.5
676,339,2,10,2,3.5
677,340,2,1,2,3.5
678,340,2,9,2,3.5
679,340,6,10,1,4.0
680,341,4,1,1,4.5
681,341,1,9,1,3.0
682,341,1,7,1,3.0
683,342,1,8,1,3.0
684,343,1,3,1,3.0
685,343,4,3,1,4.5
686,343,3,1,2,4.0
687,344,4,2,2,4.5
688,344,3,5,1,4.0
689,344,2,3,2,3.5
690,345,1,10,1,3.0
691,345,3,1,1,4.0
692,346,4,6,2,4.5
693,347,6,7,2,4.0
694,347,4,7,2,4.5
695,347,1,6,2,3.0
696,348,6,8,1,4.0
697,348,6,7,1,4.0
698,349,6,7,1,4.0
699,349,3,3,1,4.0
700,350,6,4,2,4.0
701,350,1,9,2,3.0
702,351,3,2,1,4.0
703,351,3,9,1,4.0
704,351,5,6,2,4.5
705,352,1,6,2,3.0
706,353,2,1,1,3.5
707,354,1,10,2,3.0
708,354,3,5,2,4.0
709,355,2,6,2,3.5
710,356,2,6,2,3.5
711,356,5,2,1,4.5
712,356,2,3,2,3.5
713,357,6,8,2,4.0
714,358,2,10,1,3.5
715,358,3,5,2,4.0
716,359,4,6,2,4.5
717,359,2,2,2,3.5
718,359,6,5,2,4.0
719,360,3,2,2,4.0
720,360,6,9,2,4.0
721,360,3,9,2,4.0
722,361,2,4,2,3.5
723,362,6,2,1,4.0
724,362,6,9,2,4.0
725,362,2,2,1,3.5
726,363,5,5,2,4.5
727,363,6,10,1,4.0
728,364,6,1,1,4.0
729,365,1,3,1,3.0
730,366,6,5,2,4.0
731,366,1,8,1,3.0
732,367,1,4,2,3.0
733,368,1,10,2,3.0
734,368,1,2,1,3.0
735,368,2,7,2,3.5
736,369,4,3,1,4.5
737,369,3,7,2,4.0
738,370,1,3,2,3.0
739,370,2,10,2,3.5
740,370,5,4,2,4.5
741,371,1,9,2,3.0
742,372,3,5,1,4.0
743,373,3,3,1,4.0
744,373,6,6,1,4.0
745,373,2,8,2,3.5
746,374,1,4,2,3.0
747,374,1,8,2,3.0
748,375,6,7,1,4.0
749,375,3,10,1,4.0
750,376,6,6,2,4.0
751,376,2,1,1,3.5
752,376,3,10,2,4.0
753,377,6,7,2,4.0
754,378,1,2,2,3.0
755,378,1,1,2,3.0
756,379,2,7,1,3.5
757,379,3,3,1,4.0
758,380,1,4,1,3.0
759,380,2,6,1,3.5
760,380,6,5,2,4.0
761,381,1,4,2,3.0
762,381,2,3,2,3.5
763,382,1,7,1,3.0
764,383,1,5,2,3.0
765,383,2,6,2,3.5
766,384,3,8,2,4.0
767,384,3,7,2,4.0
768,385,6,9,1,4.0
769,385,6,3,1,4.0
770,386,1,9,1,3.0
771,387,5,3,1,4.5
772,387,6,6,2,4.0
773,387,3,8,1,4.0
774,388,6,8,1,4.0
775,388,4,1,2,4.5
776,389,3,8,1,4.0
777,389,1,5,2,3.0
778,390,1,5,1,3.0
779,391,3,1,1,4.0
780,391,1,6,2,3.0
781,392,6,2,2,4.0
782,393,2,1,1,3.5
783,394,3,4,1,4.0
784,395,4,8,2,4.5
785,395,3,3,2,4.0
786,395,1,8,2,3.0
787,396,5,6,1,4.5
788,396,3,4,2,4.0
789,397,6,3,1,4.0
790,398,1,1,2,3.0
791,398,2,10,1,3.5
792,399,5,3,2,4.5
793,399,6,4,2,4.0
794,399,5,5,2,4.5
795,400,2,9,1,3.5
796,401,6,4,2,4.0
797,401,2,10,1,3.5
798,402,5,4,2,4.5
799,402,1,2,2,3.0
800,402,2,6,1,3.5
801,403,2,10,1,3.5
802,403,5,5,2,4.5
803,403,4,7,2,4.5
804,404,1,10,1,3.0
805,404,2,1,2,3.5
806,405,2,4,1,3.5
807,405,2,3,2,3.5
808,405,1,8,2,3.0
809,406,2,7,1,3.5
810,406,4,2,1,4.5
811,406,6,10,2,4.0
812,407,6,1,2,4.0
813,408,4,8,2,4.5
814,408,1,10,2,3.0
815,408,4,6,1,4.5
816,409,1,2,2,3.0
817,410,1,4,2,3.0
818,410,2,4,2,3.5
819,411,3,1,2,4.0
820,412,2,2,2,3.5
821,412,1,9,2,3.0
822,412,3,7,1,4.0
823,413,2,3,2,3.5
824,413,5,8,1,4.5
825,413,6,6,1,4.0
826,414,4,10,1,4.5
827,414,1,5,1,3.0
828,415,1,8,1,3.0
829,416,6,3,2,4.0
830,416,6,9,1,4.0
831,417,2,3,2,3.5
832,418,3,7,2,4.0
833,418,3,7,2,4.0
834,419,1,4,2,3.0
835,419,1,3,1,3.0
836,419,3,10,2,4.0
837,420,3,3,2,4.0
838,420,1,5,1,3.0
839,421,2,2,1,3.5
840,422,1,5,1,3.0
841,423,6,10,2,4.0
842,423,5,3,2,4.5
843,424,1,4,2,3.0
844,424,6,4,2,4.0
845,424,3,9,2,4.0
846,425,3,5,2,4.0
847,425,4,6,2,4.5
848,425,6,5,1,4.0
849,426,1,5,1,3.0
850,426,6,8,2,4.0
851,426,2,4,1,3.5
852,427,1,4,2,3.0
853,427,4,10,2,4.5
854,427,6,7,1,4.0
855,428,4,7,1,4.5
856,428,5,6,1,4.5
857,428,4,2,1,4.5
858,429,2,7,2,3.5
859,429,3,3,1,4.0
860,430,2,5,2,3.5
861,430,1,5,1,3.0
862,430,5,7,1,4.5
863,431,2,10,1,3.5
864,432,5,4,2,4.5
865,432,1,1,1,3.0
866,433,3,1,2,4.0
867,434,1,3,2,3.0
868,434,1,10,2,3.0
869,435,2,8,2,3.5
870,435,2,1,2,3.5
871,436,2,9,1,3.5
872,436,2,5,2,3.5
873,437,2,10,2,3.5
874,437,1,8,2,3.0
875,437,5,2,1,4.5
876,438,6,10,2,4.0
877,438,1,1,1,3.0
878,438,1,10,2,3.0
879,439,1,8,1,3.0
880,439,1,10,2,3.0
881,439,5,9,1,4.5
882,440,3,2,1,4.0
883,440,1,10,1,3.0
884,441,3,8,2,4.0
885,441,3,7,2,4.0
886,441,5,10,2,4.5
887,442,6,8,1,4.0
888,442,1,2,2,3.0
889,442,5,10,2,4.5
890,443,3,8,2,4.0
891,444,2,8,2,3.5
892,444,3,6,1,4.0
893,444,1,1,1,3.0
894,445,4,2,1,4.5
895,445,3,1,2,4.0
896,446,3,4,1,4.0
897,446,5,3,1,4.5
898,447,5,10,1,4.5
899,447,3,7,1,4.0
900,447,5,6,2,4.5
901,448,3,1,2,4.0
902,448,6,10,1,4.0
903,448,2,2,2,3.5
904,449,1,3,2,3.0
905,449,6,6,2,4.0
906,450,1,4,2,3.0
907,450,6,9,1,4.0
908,450,2,2,2,3.5
909,451,3,1,2,4.0
910,451,5,8,1,4.5
911,452,5,7,2,4.5
912,452,1,3,1,3.0
913,453,3,1,2,4.0
914,453,5,3,2,4.5
915,454,4,4,2,4.5
916,455,6,7,2,4.0
917,455,4,8,1,4.5
918,455,1,5,2,3.0
919,456,2,4,1,3.5
920,456,6,3,1,4.0
921,457,1,9,1,3.0
922,457,6,9,1,4.0
923,458,6,10,2,4.0
924,458,6,8,1,4.0
925,458,6,10,1,4.0
926,459,1,1,2,3.0
927,459,2,9,1,3.5
928,459,6,1,2,4.0
929,460,1,10,2,3.0
930,460,3,1,2,4.0
931,460,1,6,2,3.0
932,461,6,6,1,4.0
933,461,3,1,1,4.0
934,461,2,3,2,3.5
935,462,6,5,2,4.0
936,463,3,2,1,4.0
937,463,4,1,2,4.5
938,464,3,1,2,4.0
939,464,6,3,2,4.0
940,465,1,1,2,3.0
941,465,5,8,1,4.5
942,466,2,9,2,3.5
943,467,4,3,2,4.5
944,467,1,10,1,3.0
945,468,5,10,2,4.5
946,468,6,3,1,4.0
947,469,6,6,1,4.0
948,470,2,8,1,3.5
949,470,3,7,1,4.0
950,471,2,10,2,3.5
951,471,6,2,2,4.0
952,472,6,5,2,4.0
953,472,6,3,2,4.0
954,472,6,5,2,4.0
955,473,6,2,1,4.0
956,473,6,4,1,4.0
957,474,1,3,2,3.0
958,474,6,7,2,4.0
959,475,3,10,2,4.0
960,475,3,7,1,4.0
961,475,3,6,1,4.0
962,476,3,3,2,4.0
963,476,2,8,1,3.5
964,476,1,8,2,3.0
965,477,3,7,1,4.0
966,478,3,1,1,4.0
967,479,1,7,1,3.0
968,479,3,6,2,4.0
969,479,3,1,2,4.0
970,480,6,6,1,4.0
971,480,3,6,2,4.0
972,481,6,6,2,4.0
973,481,3,7,2,4.0
974,482,3,9,2,4.0
975,483,5,5,1,4.5
976,483,4,4,1,4.5
977,484,4,4,2,4.5
978,485,2,9,1,3.5
979,485,1,5,1,3.0
980,485,6,10,1,4.0
981,486,2,9,1,3.5
982,486,2,3,1,3.5
983,487,1,4,2,3.0
984,488,6,4,2,4.0
985,489,6,1,2,4.0
986,489,3,5,1,4.0
987,490,6,3,2,4.0
988,490,1,5,1,3.0
989,491,5,4,2,4.5
990,491,3,6,2,4.0
991,491,6,1,2,4.0
992,492,4,3,1,4.5
993,493,2,6,1,3.5
994,493,5,8,1,4.5
995,494,3,8,1,4.0
996,494,3,9,1,4.0
997,494,1,9,2,3.0
998,495,6,9,2,4.0
999,496,6,8,2,4.0
